_from,_to,transfer_type
stops/10326,stops/1993,0
stops/10326,stops/1994,0
stops/10425,stops/6779,0
stops/10425,stops/6843,0
stops/10425,stops/10425,0
stops/10446,stops/11251,0
stops/10447,stops/8758,0
stops/10447,stops/8759,0
stops/10447,stops/8760,0
stops/10447,stops/8761,0
stops/10447,stops/8762,0
stops/10447,stops/10447,0
stops/10481,stops/6421,0
stops/10481,stops/10484,0
stops/10484,stops/7721,0
stops/10484,stops/10481,0
stops/10491,stops/2580,0
stops/10491,stops/7602,0
stops/10491,stops/7774,0
stops/10491,stops/10491,0
stops/10491,stops/13305,0
stops/10572,stops/10853,0
stops/10572,stops/10854,0
stops/10572,stops/10855,0
stops/10573,stops/10853,0
stops/10573,stops/10854,0
stops/10573,stops/10855,0
stops/10579,stops/10579,0
stops/10590,stops/11830,0
stops/10601,stops/10601,0
stops/10611,stops/1050,0
stops/10611,stops/6374,0
stops/10611,stops/10611,0
stops/10639,stops/9648,0
stops/10639,stops/10639,0
stops/10657,stops/13033,0
stops/10694,stops/4787,0
stops/10697,stops/10697,0
stops/10715,stops/13639,0
stops/10721,stops/10315,0
stops/10721,stops/10318,0
stops/10723,stops/10315,0
stops/10723,stops/10318,0
stops/10746,stops/6513,0
stops/10746,stops/6531,0
stops/10746,stops/6532,0
stops/10747,stops/2354,0
stops/10747,stops/6513,0
stops/10747,stops/6531,0
stops/10747,stops/10747,0
stops/10751,stops/14034,0
stops/10751,stops/14038,0
stops/10753,stops/10773,0
stops/10754,stops/2011,0
stops/10756,stops/10770,0
stops/10756,stops/10791,0
stops/10756,stops/10792,0
stops/10759,stops/1108,0
stops/10759,stops/3049,0
stops/10759,stops/3051,0
stops/10759,stops/5012,0
stops/10759,stops/9044,0
stops/10760,stops/1108,0
stops/10760,stops/3049,0
stops/10760,stops/3051,0
stops/10760,stops/9044,0
stops/10760,stops/10760,0
stops/10762,stops/7616,0
stops/10762,stops/7756,0
stops/10762,stops/7772,0
stops/10762,stops/10764,0
stops/10763,stops/7602,0
stops/10763,stops/7774,0
stops/10763,stops/13305,0
stops/10764,stops/7616,0
stops/10764,stops/7756,0
stops/10764,stops/7772,0
stops/10764,stops/7773,0
stops/10764,stops/7774,0
stops/10764,stops/10762,0
stops/10764,stops/10764,0
stops/10764,stops/13305,0
stops/10765,stops/1108,0
stops/10765,stops/3049,0
stops/10765,stops/9044,0
stops/10765,stops/10765,0
stops/10766,stops/616,0
stops/10766,stops/1108,0
stops/10766,stops/9044,0
stops/10767,stops/5007,0
stops/10767,stops/5012,0
stops/10767,stops/8333,0
stops/10767,stops/8384,0
stops/10767,stops/9598,0
stops/10767,stops/9600,0
stops/10767,stops/9633,0
stops/10767,stops/10767,0
stops/10768,stops/6169,0
stops/10768,stops/8333,0
stops/10768,stops/8384,0
stops/10768,stops/9598,0
stops/10768,stops/9600,0
stops/10768,stops/9633,0
stops/10770,stops/10756,0
stops/10770,stops/10791,0
stops/10770,stops/10792,0
stops/10772,stops/2011,0
stops/10773,stops/10773,0
stops/10776,stops/14034,0
stops/10776,stops/14038,0
stops/10777,stops/7127,0
stops/10777,stops/7128,0
stops/10779,stops/13591,0
stops/10790,stops/10790,0
stops/10790,stops/10822,0
stops/10791,stops/6169,0
stops/10791,stops/9600,0
stops/10791,stops/10756,0
stops/10791,stops/10770,0
stops/10792,stops/6169,0
stops/10792,stops/9600,0
stops/10792,stops/10756,0
stops/10792,stops/10770,0
stops/10822,stops/10790,0
stops/10838,stops/4724,0
stops/10838,stops/4730,0
stops/10840,stops/6528,0
stops/10842,stops/4724,0
stops/10842,stops/4730,0
stops/10845,stops/10952,0
stops/10846,stops/7999,0
stops/10846,stops/8000,0
stops/10846,stops/8346,0
stops/10846,stops/8371,0
stops/10848,stops/193,0
stops/10848,stops/199,0
stops/10848,stops/10848,0
stops/10848,stops/11211,0
stops/10853,stops/10572,0
stops/10853,stops/10573,0
stops/10853,stops/10853,0
stops/10853,stops/10854,0
stops/10854,stops/10572,0
stops/10854,stops/10573,0
stops/10854,stops/10854,0
stops/10854,stops/10855,0
stops/10855,stops/10572,0
stops/10855,stops/10573,0
stops/10855,stops/10854,0
stops/10859,stops/2253,0
stops/10859,stops/8357,0
stops/10859,stops/8360,0
stops/10859,stops/10858,0
stops/10859,stops/10859,0
stops/10860,stops/10860,0
stops/10862,stops/8190,0
stops/10862,stops/10860,0
stops/10862,stops/10861,0
stops/10862,stops/10862,0
stops/10862,stops/10863,0
stops/10863,stops/8190,0
stops/10863,stops/8347,0
stops/10863,stops/8370,0
stops/10863,stops/10860,0
stops/10863,stops/10861,0
stops/10863,stops/10862,0
stops/10866,stops/6242,0
stops/10867,stops/6242,0
stops/10868,stops/7509,0
stops/10868,stops/8344,0
stops/10868,stops/8373,0
stops/10868,stops/10869,0
stops/10868,stops/10870,0
stops/10868,stops/10871,0
stops/10869,stops/7509,0
stops/10869,stops/8344,0
stops/10869,stops/8373,0
stops/10869,stops/10868,0
stops/10869,stops/10871,0
stops/10869,stops/10872,0
stops/10870,stops/7484,0
stops/10870,stops/7510,0
stops/10870,stops/8344,0
stops/10870,stops/10868,0
stops/10870,stops/10871,0
stops/10870,stops/10872,0
stops/10871,stops/8344,0
stops/10871,stops/8373,0
stops/10871,stops/10868,0
stops/10871,stops/10869,0
stops/10871,stops/10870,0
stops/10871,stops/10872,0
stops/10872,stops/8344,0
stops/10872,stops/8373,0
stops/10872,stops/10869,0
stops/10872,stops/10870,0
stops/10872,stops/10871,0
stops/10873,stops/3669,0
stops/10873,stops/3673,0
stops/10876,stops/10876,0
stops/10877,stops/6510,0
stops/10877,stops/6511,0
stops/10877,stops/8348,0
stops/10877,stops/8369,0
stops/10878,stops/10878,0
stops/10878,stops/10879,0
stops/10879,stops/10878,0
stops/10879,stops/10879,0
stops/10935,stops/930,0
stops/10935,stops/5697,0
stops/10935,stops/9320,0
stops/10935,stops/10935,0
stops/10952,stops/168,0
stops/10952,stops/923,0
stops/10952,stops/10845,0
stops/10953,stops/4042,0
stops/10953,stops/4043,0
stops/10994,stops/10994,0
stops/10994,stops/10995,0
stops/10995,stops/13941,0
stops/11005,stops/6143,0
stops/11011,stops/616,0
stops/11011,stops/1108,0
stops/11072,stops/8570,0
stops/11072,stops/11072,0
stops/11073,stops/5466,0
stops/11073,stops/5467,0
stops/11111,stops/11111,0
stops/11211,stops/199,0
stops/11211,stops/10848,0
stops/11211,stops/11211,0
stops/11251,stops/10446,0
stops/11251,stops/11251,0
stops/11271,stops/200,0
stops/11313,stops/7484,0
stops/11313,stops/8344,0
stops/11313,stops/8373,0
stops/11484,stops/11484,0
stops/11486,stops/3639,0
stops/11486,stops/7594,0
stops/11486,stops/7608,0
stops/11486,stops/7612,0
stops/11486,stops/7765,0
stops/11486,stops/7767,0
stops/11486,stops/11486,0
stops/11486,stops/12790,0
stops/11486,stops/12791,0
stops/11486,stops/12793,0
stops/11486,stops/12794,0
stops/11486,stops/13123,0
stops/11486,stops/13167,0
stops/11486,stops/13169,0
stops/11498,stops/11498,0
stops/11498,stops/11829,0
stops/11498,stops/11832,0
stops/11499,stops/12918,0
stops/11499,stops/13910,0
stops/11501,stops/3506,0
stops/11501,stops/3507,0
stops/11502,stops/4473,0
stops/11502,stops/4474,0
stops/11503,stops/3169,0
stops/11503,stops/3170,0
stops/11503,stops/11512,0
stops/11505,stops/11510,0
stops/11506,stops/2945,0
stops/11506,stops/11839,0
stops/11507,stops/1097,0
stops/11507,stops/2592,0
stops/11507,stops/8340,0
stops/11507,stops/8377,0
stops/11507,stops/11507,0
stops/11507,stops/11508,0
stops/11507,stops/11813,0
stops/11507,stops/11814,0
stops/11507,stops/11817,0
stops/11508,stops/1097,0
stops/11508,stops/2592,0
stops/11508,stops/8340,0
stops/11508,stops/8377,0
stops/11508,stops/11507,0
stops/11508,stops/11508,0
stops/11508,stops/11813,0
stops/11508,stops/11814,0
stops/11508,stops/11817,0
stops/11509,stops/2945,0
stops/11509,stops/11839,0
stops/11510,stops/11505,0
stops/11512,stops/3169,0
stops/11512,stops/3170,0
stops/11512,stops/11503,0
stops/11513,stops/4473,0
stops/11513,stops/4474,0
stops/11514,stops/3506,0
stops/11514,stops/3507,0
stops/11516,stops/12918,0
stops/11516,stops/13910,0
stops/11779,stops/11780,0
stops/11780,stops/11780,0
stops/11813,stops/1097,0
stops/11813,stops/2592,0
stops/11813,stops/8340,0
stops/11813,stops/8377,0
stops/11813,stops/11507,0
stops/11813,stops/11508,0
stops/11813,stops/11817,0
stops/11814,stops/1097,0
stops/11814,stops/2592,0
stops/11814,stops/8340,0
stops/11814,stops/8377,0
stops/11814,stops/11507,0
stops/11814,stops/11508,0
stops/11814,stops/11817,0
stops/11817,stops/1097,0
stops/11817,stops/2592,0
stops/11817,stops/8340,0
stops/11817,stops/8377,0
stops/11817,stops/11507,0
stops/11817,stops/11508,0
stops/11817,stops/11813,0
stops/11817,stops/11814,0
stops/11817,stops/11817,0
stops/11829,stops/11498,0
stops/11830,stops/10590,0
stops/11832,stops/11498,0
stops/11837,stops/3008,0
stops/11837,stops/11837,0
stops/11839,stops/2945,0
stops/11839,stops/11506,0
stops/11839,stops/11509,0
stops/11839,stops/11839,0
stops/11928,stops/11970,0
stops/11934,stops/9505,0
stops/11934,stops/13877,0
stops/11939,stops/9624,0
stops/11939,stops/9969,0
stops/11939,stops/9970,0
stops/11939,stops/9971,0
stops/11939,stops/9972,0
stops/11939,stops/9975,0
stops/11939,stops/11939,0
stops/11944,stops/11944,0
stops/11944,stops/11945,0
stops/11945,stops/11944,0
stops/11945,stops/11945,0
stops/11956,stops/3635,0
stops/11956,stops/7098,0
stops/11956,stops/8336,0
stops/11956,stops/8381,0
stops/11956,stops/12789,0
stops/11960,stops/11965,0
stops/11968,stops/3825,0
stops/11970,stops/11928,0
stops/11970,stops/11970,0
stops/12374,stops/611,0
stops/12374,stops/12374,0
stops/12374,stops/13607,0
stops/12374,stops/13619,0
stops/12375,stops/2566,0
stops/12375,stops/2567,0
stops/12375,stops/7602,0
stops/12375,stops/12763,0
stops/12382,stops/2566,0
stops/12382,stops/2567,0
stops/12382,stops/7602,0
stops/12382,stops/12763,0
stops/12397,stops/8354,0
stops/12397,stops/8363,0
stops/12398,stops/8354,0
stops/12398,stops/8363,0
stops/12402,stops/4208,0
stops/12731,stops/12731,0
stops/12746,stops/8610,0
stops/12746,stops/9324,0
stops/12760,stops/12845,0
stops/12762,stops/5239,0
stops/12762,stops/7591,0
stops/12762,stops/7793,0
stops/12762,stops/7794,0
stops/12762,stops/12762,0
stops/12763,stops/12375,0
stops/12763,stops/12382,0
stops/12763,stops/12763,0
stops/12787,stops/3639,0
stops/12789,stops/3635,0
stops/12789,stops/8336,0
stops/12789,stops/11956,0
stops/12789,stops/12789,0
stops/12790,stops/3639,0
stops/12790,stops/7594,0
stops/12790,stops/7608,0
stops/12790,stops/7612,0
stops/12790,stops/7765,0
stops/12790,stops/7767,0
stops/12790,stops/11486,0
stops/12790,stops/12790,0
stops/12790,stops/12791,0
stops/12790,stops/12793,0
stops/12790,stops/12794,0
stops/12790,stops/13123,0
stops/12790,stops/13167,0
stops/12791,stops/3639,0
stops/12791,stops/5020,0
stops/12791,stops/7594,0
stops/12791,stops/7608,0
stops/12791,stops/7612,0
stops/12791,stops/7756,0
stops/12791,stops/7765,0
stops/12791,stops/7767,0
stops/12791,stops/11486,0
stops/12791,stops/12790,0
stops/12791,stops/12791,0
stops/12791,stops/12793,0
stops/12791,stops/12794,0
stops/12791,stops/13123,0
stops/12791,stops/13167,0
stops/12792,stops/1114,0
stops/12792,stops/3052,0
stops/12792,stops/3054,0
stops/12792,stops/5006,0
stops/12792,stops/10117,0
stops/12792,stops/10118,0
stops/12792,stops/12792,0
stops/12793,stops/3639,0
stops/12793,stops/7594,0
stops/12793,stops/7608,0
stops/12793,stops/7612,0
stops/12793,stops/7616,0
stops/12793,stops/7756,0
stops/12793,stops/7765,0
stops/12793,stops/7767,0
stops/12793,stops/11486,0
stops/12793,stops/12790,0
stops/12793,stops/12791,0
stops/12793,stops/12793,0
stops/12793,stops/12794,0
stops/12793,stops/13123,0
stops/12793,stops/13167,0
stops/12793,stops/13169,0
stops/12794,stops/3639,0
stops/12794,stops/7594,0
stops/12794,stops/7608,0
stops/12794,stops/7612,0
stops/12794,stops/7756,0
stops/12794,stops/7765,0
stops/12794,stops/7767,0
stops/12794,stops/11486,0
stops/12794,stops/12790,0
stops/12794,stops/12791,0
stops/12794,stops/12793,0
stops/12794,stops/12794,0
stops/12794,stops/13123,0
stops/12794,stops/13167,0
stops/12798,stops/8337,0
stops/12798,stops/8380,0
stops/12805,stops/1997,0
stops/12805,stops/7763,0
stops/12844,stops/5028,0
stops/12844,stops/12844,0
stops/12845,stops/12760,0
stops/12845,stops/12845,0
stops/12867,stops/1580,0
stops/12867,stops/1581,0
stops/12868,stops/1580,0
stops/12868,stops/1581,0
stops/12899,stops/9827,0
stops/12899,stops/9828,0
stops/12902,stops/12902,0
stops/12903,stops/12903,0
stops/12918,stops/11499,0
stops/12918,stops/11516,0
stops/12921,stops/12921,0
stops/12921,stops/12922,0
stops/12922,stops/12921,0
stops/12922,stops/12922,0
stops/12924,stops/10146,0
stops/13031,stops/3094,0
stops/13031,stops/8464,0
stops/13031,stops/8598,0
stops/13031,stops/13031,0
stops/13066,stops/9818,0
stops/13066,stops/9821,0
stops/13066,stops/9976,0
stops/13066,stops/9977,0
stops/13066,stops/9978,0
stops/13066,stops/9979,0
stops/13066,stops/9981,0
stops/13066,stops/9982,0
stops/13066,stops/9983,0
stops/13066,stops/9984,0
stops/13066,stops/9985,0
stops/13066,stops/9986,0
stops/13066,stops/13066,0
stops/13067,stops/2272,0
stops/13067,stops/13481,0
stops/13068,stops/5846,0
stops/13068,stops/8209,0
stops/13068,stops/8210,0
stops/13068,stops/8211,0
stops/13068,stops/8212,0
stops/13068,stops/10180,0
stops/13068,stops/13636,0
stops/13069,stops/13079,0
stops/13069,stops/13084,0
stops/13070,stops/13070,0
stops/13073,stops/5846,0
stops/13073,stops/8209,0
stops/13073,stops/8210,0
stops/13073,stops/8211,0
stops/13073,stops/8212,0
stops/13073,stops/10180,0
stops/13073,stops/13636,0
stops/13079,stops/13069,0
stops/13079,stops/13079,0
stops/13079,stops/13084,0
stops/13084,stops/13069,0
stops/13084,stops/13079,0
stops/13123,stops/3039,0
stops/13123,stops/3639,0
stops/13123,stops/5020,0
stops/13123,stops/7594,0
stops/13123,stops/7608,0
stops/13123,stops/7612,0
stops/13123,stops/7614,0
stops/13123,stops/7765,0
stops/13123,stops/7767,0
stops/13123,stops/7789,0
stops/13123,stops/11486,0
stops/13123,stops/12790,0
stops/13123,stops/12791,0
stops/13123,stops/12793,0
stops/13123,stops/12794,0
stops/13123,stops/13123,0
stops/13123,stops/13167,0
stops/13123,stops/13169,0
stops/13124,stops/8913,0
stops/13124,stops/8918,0
stops/13125,stops/13297,0
stops/13125,stops/13298,0
stops/13126,stops/4707,0
stops/13126,stops/4709,0
stops/13127,stops/13218,0
stops/13127,stops/13219,0
stops/13128,stops/1831,0
stops/13128,stops/2512,0
stops/13128,stops/2563,0
stops/13128,stops/6398,0
stops/13128,stops/13236,0
stops/13129,stops/1764,0
stops/13129,stops/10307,0
stops/13130,stops/8016,0
stops/13132,stops/13248,0
stops/13133,stops/8016,0
stops/13134,stops/1764,0
stops/13134,stops/10307,0
stops/13135,stops/1831,0
stops/13135,stops/2512,0
stops/13135,stops/2563,0
stops/13135,stops/6398,0
stops/13135,stops/13236,0
stops/13136,stops/13218,0
stops/13136,stops/13219,0
stops/13137,stops/4707,0
stops/13137,stops/4709,0
stops/13138,stops/13297,0
stops/13138,stops/13298,0
stops/13139,stops/8913,0
stops/13139,stops/8918,0
stops/13145,stops/13145,0
stops/13167,stops/3639,0
stops/13167,stops/7594,0
stops/13167,stops/7608,0
stops/13167,stops/7612,0
stops/13167,stops/7765,0
stops/13167,stops/7767,0
stops/13167,stops/11486,0
stops/13167,stops/12790,0
stops/13167,stops/12791,0
stops/13167,stops/12793,0
stops/13167,stops/12794,0
stops/13167,stops/13123,0
stops/13167,stops/13167,0
stops/13168,stops/7631,0
stops/13168,stops/7636,0
stops/13168,stops/7751,0
stops/13168,stops/7782,0
stops/13168,stops/7787,0
stops/13168,stops/13168,0
stops/13169,stops/7594,0
stops/13169,stops/7608,0
stops/13169,stops/7612,0
stops/13169,stops/7614,0
stops/13169,stops/7765,0
stops/13169,stops/7767,0
stops/13169,stops/7789,0
stops/13169,stops/11486,0
stops/13169,stops/12793,0
stops/13169,stops/13123,0
stops/13169,stops/13169,0
stops/13170,stops/782,0
stops/13170,stops/792,0
stops/13170,stops/7751,0
stops/13170,stops/7782,0
stops/13170,stops/7787,0
stops/13170,stops/13170,0
stops/13171,stops/782,0
stops/13171,stops/7751,0
stops/13171,stops/9303,0
stops/13171,stops/13171,0
stops/13178,stops/1606,0
stops/13178,stops/8886,0
stops/13178,stops/9299,0
stops/13212,stops/4817,0
stops/13212,stops/4818,0
stops/13218,stops/13127,0
stops/13218,stops/13136,0
stops/13219,stops/13127,0
stops/13219,stops/13136,0
stops/13236,stops/13128,0
stops/13236,stops/13135,0
stops/13236,stops/13236,0
stops/13247,stops/13132,0
stops/13247,stops/13248,0
stops/13248,stops/13132,0
stops/13248,stops/13248,0
stops/13252,stops/13252,0
stops/13267,stops/1182,0
stops/13267,stops/1183,0
stops/13297,stops/13125,0
stops/13297,stops/13138,0
stops/13298,stops/13125,0
stops/13298,stops/13138,0
stops/13305,stops/7602,0
stops/13305,stops/7773,0
stops/13305,stops/7774,0
stops/13305,stops/10491,0
stops/13305,stops/10763,0
stops/13305,stops/10764,0
stops/13305,stops/13305,0
stops/13320,stops/5468,0
stops/13320,stops/5469,0
stops/13320,stops/8354,0
stops/13320,stops/8363,0
stops/13320,stops/13320,0
stops/13327,stops/6577,0
stops/13327,stops/6592,0
stops/13327,stops/13327,0
stops/13327,stops/13328,0
stops/13328,stops/6577,0
stops/13328,stops/6592,0
stops/13328,stops/13327,0
stops/13328,stops/13328,0
stops/13345,stops/8353,0
stops/13345,stops/8364,0
stops/13458,stops/6206,0
stops/13459,stops/4171,0
stops/13465,stops/13465,0
stops/13465,stops/13586,0
stops/13475,stops/8776,0
stops/13477,stops/8223,0
stops/13477,stops/8225,0
stops/13481,stops/13067,0
stops/13482,stops/8223,0
stops/13482,stops/8225,0
stops/13499,stops/5635,0
stops/13499,stops/9207,0
stops/13506,stops/2253,0
stops/13506,stops/8357,0
stops/13506,stops/8360,0
stops/13506,stops/10858,0
stops/13506,stops/10859,0
stops/13529,stops/8543,0
stops/13529,stops/8561,0
stops/13530,stops/13530,0
stops/13532,stops/832,0
stops/13532,stops/8746,0
stops/13532,stops/9261,0
stops/13532,stops/13532,0
stops/13532,stops/13569,0
stops/13546,stops/13546,0
stops/13546,stops/13766,0
stops/13569,stops/8746,0
stops/13569,stops/13532,0
stops/13581,stops/13581,0
stops/13584,stops/13584,0
stops/13586,stops/13465,0
stops/13591,stops/9105,0
stops/13591,stops/10779,0
stops/13591,stops/13591,0
stops/13594,stops/2420,0
stops/13594,stops/2421,0
stops/13597,stops/13597,0
stops/13601,stops/13602,0
stops/13601,stops/13711,0
stops/13601,stops/13732,0
stops/13602,stops/13601,0
stops/13602,stops/13711,0
stops/13602,stops/13732,0
stops/13604,stops/13604,0
stops/13607,stops/12374,0
stops/13609,stops/605,0
stops/13609,stops/6218,0
stops/13611,stops/8342,0
stops/13611,stops/8375,0
stops/13613,stops/13613,0
stops/13614,stops/2594,0
stops/13614,stops/3633,0
stops/13615,stops/13712,0
stops/13615,stops/13772,0
stops/13616,stops/2594,0
stops/13616,stops/3633,0
stops/13617,stops/605,0
stops/13617,stops/6218,0
stops/13619,stops/12374,0
stops/13636,stops/5846,0
stops/13636,stops/8209,0
stops/13636,stops/8210,0
stops/13636,stops/8211,0
stops/13636,stops/8212,0
stops/13636,stops/10180,0
stops/13636,stops/13068,0
stops/13636,stops/13073,0
stops/13637,stops/6470,0
stops/13637,stops/13637,0
stops/13639,stops/10715,0
stops/13648,stops/9477,0
stops/13685,stops/10107,0
stops/13693,stops/13714,0
stops/13693,stops/13725,0
stops/13704,stops/13714,0
stops/13704,stops/13725,0
stops/13705,stops/5635,0
stops/13705,stops/9207,0
stops/13709,stops/13712,0
stops/13709,stops/13727,0
stops/13709,stops/13772,0
stops/13709,stops/13773,0
stops/13710,stops/3397,0
stops/13711,stops/13732,0
stops/13712,stops/13615,0
stops/13712,stops/13709,0
stops/13712,stops/13772,0
stops/13712,stops/13773,0
stops/13713,stops/4539,0
stops/13713,stops/13791,0
stops/13714,stops/13693,0
stops/13714,stops/13704,0
stops/13715,stops/6876,0
stops/13715,stops/6877,0
stops/13717,stops/13770,0
stops/13717,stops/13771,0
stops/13718,stops/7136,0
stops/13718,stops/13776,0
stops/13720,stops/3848,0
stops/13721,stops/7136,0
stops/13721,stops/13776,0
stops/13722,stops/13770,0
stops/13722,stops/13771,0
stops/13724,stops/6876,0
stops/13724,stops/6877,0
stops/13725,stops/13693,0
stops/13725,stops/13704,0
stops/13726,stops/4539,0
stops/13726,stops/13791,0
stops/13727,stops/13615,0
stops/13727,stops/13709,0
stops/13727,stops/13772,0
stops/13727,stops/13773,0
stops/13728,stops/13601,0
stops/13728,stops/13602,0
stops/13728,stops/13733,0
stops/13729,stops/3397,0
stops/13729,stops/3398,0
stops/13732,stops/13711,0
stops/13733,stops/13601,0
stops/13733,stops/13602,0
stops/13733,stops/13728,0
stops/13770,stops/13717,0
stops/13770,stops/13722,0
stops/13770,stops/13770,0
stops/13770,stops/13771,0
stops/13771,stops/13717,0
stops/13771,stops/13722,0
stops/13771,stops/13770,0
stops/13771,stops/13771,0
stops/13772,stops/13615,0
stops/13772,stops/13712,0
stops/13773,stops/13615,0
stops/13773,stops/13709,0
stops/13773,stops/13712,0
stops/13773,stops/13727,0
stops/13776,stops/13718,0
stops/13776,stops/13721,0
stops/13780,stops/2580,0
stops/13780,stops/7602,0
stops/13780,stops/10491,0
stops/13781,stops/13716,0
stops/13781,stops/13723,0
stops/13781,stops/13781,0
stops/13782,stops/13716,0
stops/13782,stops/13723,0
stops/13782,stops/13782,0
stops/13783,stops/3234,0
stops/13783,stops/3235,0
stops/13784,stops/3234,0
stops/13784,stops/3235,0
stops/13791,stops/13713,0
stops/13791,stops/13726,0
stops/13792,stops/4537,0
stops/13792,stops/4538,0
stops/13792,stops/4539,0
stops/13792,stops/13792,0
stops/13876,stops/9505,0
stops/13876,stops/13877,0
stops/13877,stops/13876,0
stops/13877,stops/13877,0
stops/13910,stops/11499,0
stops/13910,stops/11516,0
stops/13930,stops/2815,0
stops/13941,stops/10995,0
stops/13946,stops/2395,0
stops/13946,stops/2396,0
stops/13948,stops/2065,0
stops/13948,stops/2066,0
stops/13949,stops/8351,0
stops/13949,stops/8366,0
stops/13950,stops/5454,0
stops/13950,stops/5455,0
stops/13952,stops/7654,0
stops/13952,stops/7655,0
stops/13955,stops/1415,0
stops/13955,stops/1416,0
stops/13957,stops/13957,0
stops/13957,stops/13958,0
stops/13960,stops/1415,0
stops/13960,stops/1416,0
stops/13964,stops/5454,0
stops/13964,stops/5455,0
stops/13965,stops/8351,0
stops/13965,stops/8366,0
stops/13966,stops/2065,0
stops/13966,stops/2066,0
stops/13968,stops/2395,0
stops/13968,stops/2396,0
stops/13980,stops/1934,0
stops/13983,stops/13980,0
stops/13984,stops/13984,0
stops/13985,stops/3328,0
stops/13985,stops/3329,0
stops/13986,stops/6140,0
stops/13986,stops/6141,0
stops/13992,stops/3439,0
stops/14019,stops/1068,0
stops/14028,stops/13130,0
stops/14028,stops/13133,0
stops/14032,stops/7169,0
stops/14032,stops/8986,0
stops/14034,stops/10751,0
stops/14034,stops/10776,0
stops/14035,stops/1611,0
stops/14035,stops/2086,0
stops/14036,stops/9758,0
stops/14037,stops/1611,0
stops/14037,stops/2086,0
stops/14038,stops/10751,0
stops/14038,stops/10776,0
stops/14045,stops/11965,0
stops/14060,stops/6013,0
stops/14060,stops/6014,0
stops/14061,stops/6013,0
stops/14061,stops/6014,0
